Date,Company_Name,Campaign_Name,Channel,Region,Country,Impressions,Clicks,CTR (%),Spend ($),CPC ($),Leads,Conversions,Conversion Rate (%),Revenue ($),ROAS,Customer Segment
2025-12-16,GrowthSpark Marketing,Brand Awareness,LinkedIn,Asia,France,11703,1108,4.39,4627.06,2.59,201,175,7.86,10617.94,7.15,Returning Customers
2025-12-17,ShopNest,Email Nurture,Instagram,Asia,UAE,49240,2799,3.63,2609.8,3.4,184,83,2.85,5886.76,0.68,Returning Customers
2025-12-18,GrowthSpark Marketing,Brand Awareness,Email,Asia,Canada,18570,2098,7.09,629.47,0.26,346,2,6.54,13781.29,3.37,New Customers
2025-12-19,GrowthSpark Marketing,Brand Awareness,LinkedIn,Middle East,Japan,13392,4298,7.78,2664.48,4.38,137,172,12.58,9458.74,4.45,Returning Customers
2025-12-20,GrowthSpark Marketing,Brand Awareness,Email,Middle East,UAE,45724,2526,3.39,678.02,2.34,447,192,14.81,9230.26,5.59,Returning Customers
2025-12-21,CloudNova,Seasonal Sale,Google Ads,Middle East,South Africa,33299,4066,8.21,2982.84,1.85,328,78,5.11,19674.49,2.65,Returning Customers
2025-12-22,ShopNest,Seasonal Sale,Twitter,Europe,Canada,16641,4653,3.29,2438.34,0.86,257,28,8.21,7909.65,2.39,Enterprise
2025-12-23,GrowthSpark Marketing,Product Launch,LinkedIn,Middle East,United Kingdom,14998,3247,4.74,3131.75,2.31,269,54,7.91,7309.68,3.36,New Customers
2025-12-24,Apex Marketing Group,Lead Generation,Google Ads,Asia,Singapore,7305,4636,7.41,99.73,2.58,97,67,14.34,6440.23,4.26,Enterprise
2025-12-25,Apex Marketing Group,Email Nurture,LinkedIn,Asia,Brazil,33726,3603,7.08,1014.46,2.14,154,164,7.44,17905.51,7.63,Returning Customers
2025-12-26,Apex Marketing Group,Email Nurture,LinkedIn,Europe,United States,19782,4490,9.88,2482.09,3.46,415,102,10.64,9984.8,6.22,Returning Customers
2025-12-27,ShopNest,Email Nurture,Google Ads,Europe,UAE,13721,1811,2.64,4754.99,2.22,142,120,13.87,12040.29,3.72,New Customers
2025-12-28,ShopNest,Product Launch,Instagram,Middle East,Canada,40763,270,6.79,1948.86,4.81,212,191,5.91,3698.29,0.91,New Customers
2025-12-29,Apex Marketing Group,Seasonal Sale,Facebook,South America,Singapore,13427,4868,6.29,2150.64,3.08,494,153,13.58,10864.75,1.76,SMB
2025-12-30,GrowthSpark Marketing,Product Launch,Email,Europe,China,47550,4673,9.19,3587.75,4.08,129,48,13.8,5565.5,3.92,Returning Customers
2025-12-31,ShopNest,Email Nurture,LinkedIn,North America,Brazil,21566,2938,1.99,3038.77,0.72,238,167,13.99,14639.67,6.6,Returning Customers
2026-01-01,Apex Marketing Group,Lead Generation,Email,Asia,Canada,3230,1714,7.64,1529.68,2.11,65,47,4.42,16667.31,3.36,Enterprise
2026-01-02,Apex Marketing Group,Brand Awareness,Twitter,North America,India,7511,4036,5.9,2083.54,1.82,311,21,6.31,14324.73,4.54,SMB
2026-01-03,GrowthSpark Marketing,Seasonal Sale,Google Ads,Asia,Netherlands,43229,4626,3.11,1127.61,2.93,270,158,13.12,14631.86,7.19,Returning Customers
2026-01-04,CloudNova,Seasonal Sale,Email,Asia,United Kingdom,27177,3027,5.01,4831.81,4.33,138,92,5.71,10298.25,7.35,Enterprise
2026-01-05,ShopNest,Product Launch,Google Ads,Europe,Germany,5765,1921,3.67,696.64,0.58,322,159,9.2,14271.15,2.12,New Customers
2026-01-06,GrowthSpark Marketing,Seasonal Sale,Email,Europe,UAE,21354,1512,6.0,1890.59,0.55,117,121,2.21,8511.47,0.83,Enterprise
2026-01-07,Apex Marketing Group,Email Nurture,Facebook,North America,Netherlands,24929,394,8.95,177.9,4.28,393,116,1.32,13064.63,2.79,Returning Customers
2026-01-08,Apex Marketing Group,Email Nurture,Facebook,Asia,South Africa,29820,94,5.91,1147.81,1.22,382,154,6.47,5254.88,5.72,Enterprise
2026-01-09,GrowthSpark Marketing,Product Launch,Facebook,North America,Japan,47040,2118,6.5,3913.33,3.41,458,150,8.89,1488.16,7.63,Enterprise
2026-01-10,ShopNest,Email Nurture,Facebook,South America,Singapore,30523,1564,5.43,1045.82,2.81,195,149,6.19,8328.12,1.08,SMB
2026-01-11,CloudNova,Lead Generation,Facebook,North America,United Kingdom,6552,2648,0.99,446.31,4.2,383,1,8.88,9289.39,0.71,SMB
2026-01-12,CloudNova,Product Launch,Facebook,Middle East,Brazil,1627,1051,2.71,2398.54,0.8,444,165,7.97,5202.5,7.13,New Customers
2026-01-13,Apex Marketing Group,Lead Generation,Google Ads,North America,India,12989,1083,5.17,99.35,0.82,191,77,10.44,14581.42,6.11,SMB
2026-01-14,ShopNest,Brand Awareness,LinkedIn,Middle East,United States,14780,2090,3.45,469.59,2.87,323,85,9.92,1563.65,7.94,Enterprise
2026-01-15,CloudNova,Lead Generation,Email,Middle East,China,7589,323,2.23,4047.75,4.74,371,46,6.65,4532.69,3.48,SMB
2026-01-16,ShopNest,Brand Awareness,Facebook,Middle East,Japan,35812,2697,5.29,3868.79,2.19,93,137,6.66,14996.44,3.62,Returning Customers
2026-01-17,ShopNest,Brand Awareness,Google Ads,South America,UAE,29128,1829,3.57,4579.94,1.77,191,145,2.54,8798.77,1.79,Enterprise
2026-01-18,Apex Marketing Group,Lead Generation,Google Ads,North America,Singapore,46939,4526,2.95,4279.85,3.11,311,47,7.94,14135.14,1.37,Enterprise
2026-01-19,CloudNova,Product Launch,Google Ads,North America,Japan,39652,528,4.91,3431.72,4.67,438,59,9.01,11392.97,4.84,Enterprise
2026-01-20,GrowthSpark Marketing,Email Nurture,LinkedIn,South America,United Kingdom,28790,565,1.77,309.05,4.22,136,54,7.41,19019.18,3.23,Returning Customers
2026-01-21,Apex Marketing Group,Email Nurture,Email,Asia,Singapore,41953,4336,9.31,3925.1,4.98,364,86,5.22,11996.14,1.1,Enterprise
2026-01-22,CloudNova,Brand Awareness,LinkedIn,Europe,Brazil,1249,1241,8.74,4235.28,0.31,127,12,10.96,395.89,7.15,SMB
2026-01-23,CloudNova,Brand Awareness,Instagram,North America,United States,20309,2718,7.22,4005.46,0.74,52,192,1.58,7122.26,1.99,Returning Customers
2026-01-24,CloudNova,Product Launch,Google Ads,Europe,Australia,26901,1461,1.51,2566.97,3.13,292,6,13.76,2946.91,6.11,Enterprise
2026-01-25,CloudNova,Seasonal Sale,Instagram,South America,South Africa,24576,3330,7.87,1202.86,4.14,380,53,0.8,18500.21,2.62,SMB
2026-01-26,CloudNova,Lead Generation,Twitter,Asia,India,32508,321,8.18,4234.38,1.57,183,144,14.45,2169.85,6.6,SMB
2026-01-27,ShopNest,Brand Awareness,Facebook,Asia,UAE,10175,192,7.79,3649.46,1.35,184,90,7.2,7815.36,1.39,New Customers
2026-01-28,Apex Marketing Group,Email Nurture,Facebook,Asia,Australia,26464,3382,1.58,4904.77,3.98,103,5,6.48,4599.37,6.17,SMB
2026-01-29,ShopNest,Product Launch,LinkedIn,South America,China,17260,837,6.62,820.68,0.47,334,73,4.22,16949.77,1.24,SMB
2026-01-30,GrowthSpark Marketing,Lead Generation,Email,Middle East,United States,36440,1731,8.43,1167.04,1.97,38,174,0.65,6240.47,3.85,New Customers
2026-01-31,CloudNova,Product Launch,Instagram,Middle East,Saudi Arabia,30546,672,5.98,1098.4,2.63,424,14,4.48,19838.68,6.01,New Customers
2026-02-01,Apex Marketing Group,Lead Generation,Email,Europe,Saudi Arabia,41047,3891,6.64,3973.07,2.89,74,172,2.09,868.47,1.8,Returning Customers
2026-02-02,CloudNova,Lead Generation,LinkedIn,Middle East,United States,42430,3726,4.85,975.19,3.7,175,191,10.07,2652.71,2.64,SMB
2026-02-03,Apex Marketing Group,Brand Awareness,Facebook,Middle East,India,2987,2622,5.52,379.97,1.9,370,106,5.13,4570.31,6.99,Returning Customers
2026-02-04,ShopNest,Product Launch,Email,Asia,France,26105,3310,0.83,4992.88,3.14,276,52,11.62,16241.01,7.14,Returning Customers
2026-02-05,Apex Marketing Group,Product Launch,Email,Asia,Australia,13948,4762,6.57,172.85,3.01,63,116,3.5,17582.49,0.84,Enterprise
2026-02-06,GrowthSpark Marketing,Email Nurture,Facebook,Europe,Canada,14026,116,1.27,4184.46,2.83,185,26,13.55,1521.88,1.76,Returning Customers
2026-02-07,GrowthSpark Marketing,Email Nurture,Instagram,North America,Japan,3773,4336,4.63,1858.57,3.27,23,53,8.08,745.96,1.38,Returning Customers
2026-02-08,Apex Marketing Group,Brand Awareness,Facebook,Europe,UAE,46927,4666,3.28,4216.0,1.45,230,109,2.16,14916.68,1.85,Returning Customers
2026-02-09,Apex Marketing Group,Brand Awareness,Email,Europe,France,10878,1190,5.68,2795.37,0.61,477,29,6.31,2753.7,7.78,Returning Customers
2026-02-10,Apex Marketing Group,Seasonal Sale,Instagram,South America,Canada,43946,2364,1.77,4513.07,0.77,99,19,3.5,2746.67,4.64,New Customers
2026-02-11,Apex Marketing Group,Email Nurture,Instagram,South America,South Africa,11377,2582,7.07,4634.66,1.28,373,47,3.4,545.09,4.01,SMB
2026-02-12,GrowthSpark Marketing,Lead Generation,Facebook,Europe,Brazil,8347,3630,8.05,95.04,2.6,301,136,7.84,1091.18,7.88,Enterprise
2026-02-13,CloudNova,Product Launch,Email,Europe,UAE,34776,1237,2.05,423.29,4.23,85,23,10.24,5347.14,4.68,New Customers
2026-02-14,Apex Marketing Group,Brand Awareness,LinkedIn,Europe,UAE,4783,4521,1.49,1289.28,3.57,179,117,13.72,1393.61,5.46,Enterprise
2026-02-15,Apex Marketing Group,Product Launch,Email,Middle East,Saudi Arabia,5298,4798,1.88,3363.11,3.99,226,106,7.78,7440.69,3.0,Enterprise
2026-02-16,GrowthSpark Marketing,Product Launch,Google Ads,South America,India,5668,3389,8.83,4446.95,1.88,107,163,14.5,16672.22,3.37,New Customers
2026-02-17,GrowthSpark Marketing,Seasonal Sale,Twitter,Europe,Brazil,21671,598,5.52,2326.71,2.14,58,53,14.15,6593.77,4.96,Returning Customers
2026-02-18,ShopNest,Email Nurture,LinkedIn,Asia,Japan,35820,4137,4.94,3054.52,2.09,187,96,13.04,14583.9,1.02,New Customers
2026-02-19,Apex Marketing Group,Brand Awareness,Instagram,Asia,Germany,35484,122,1.51,983.07,1.12,355,186,7.75,1968.81,2.42,Enterprise
2026-02-20,ShopNest,Product Launch,LinkedIn,Middle East,Canada,34078,248,6.67,4034.59,0.49,407,5,2.54,13221.57,1.98,Enterprise
2026-02-21,GrowthSpark Marketing,Brand Awareness,Instagram,Middle East,Saudi Arabia,48159,3251,8.75,4838.27,3.04,322,16,3.66,6403.27,0.62,Returning Customers
2026-02-22,GrowthSpark Marketing,Lead Generation,Instagram,North America,UAE,21922,1831,8.37,1379.56,4.95,359,17,9.89,15020.08,4.53,New Customers
2026-02-23,CloudNova,Seasonal Sale,LinkedIn,North America,France,35028,621,6.45,2499.39,1.0,353,160,6.62,2811.42,4.71,SMB
2026-02-24,Apex Marketing Group,Lead Generation,Instagram,North America,Netherlands,46925,840,1.22,476.27,0.42,447,102,2.63,17967.88,3.38,Enterprise
2026-02-25,ShopNest,Brand Awareness,Instagram,Middle East,Saudi Arabia,21316,1688,1.57,2817.73,3.94,325,180,7.45,4927.29,2.52,New Customers
2026-02-26,GrowthSpark Marketing,Brand Awareness,Google Ads,Middle East,Canada,12460,1881,0.97,2538.78,1.41,72,20,0.75,7127.44,5.39,Returning Customers
2026-02-27,GrowthSpark Marketing,Email Nurture,Email,Middle East,Canada,17968,1905,2.95,764.96,4.18,32,112,11.14,19008.6,1.51,Returning Customers
2026-02-28,ShopNest,Product Launch,Email,Asia,Netherlands,31266,1224,1.79,2238.23,3.58,278,120,1.57,11611.8,4.39,SMB
2026-03-01,CloudNova,Product Launch,Twitter,Middle East,India,31209,3790,2.97,1703.82,4.74,286,194,9.62,7378.85,6.26,Enterprise
2026-03-02,GrowthSpark Marketing,Lead Generation,Twitter,Asia,UAE,25000,3327,4.16,2633.06,2.16,364,111,12.0,18997.08,1.73,SMB
2026-03-03,Apex Marketing Group,Seasonal Sale,Google Ads,North America,Brazil,15011,228,9.46,2948.99,3.38,407,1,2.42,6648.64,6.15,SMB
2026-03-04,GrowthSpark Marketing,Product Launch,Twitter,North America,Australia,3866,2294,6.3,92.05,2.43,315,58,8.02,1987.93,6.21,SMB
2026-03-05,Apex Marketing Group,Email Nurture,LinkedIn,North America,South Africa,48133,4136,8.43,3816.98,3.23,123,93,11.8,19937.29,0.95,SMB
2026-03-06,ShopNest,Lead Generation,Facebook,Europe,Germany,6898,784,7.25,3579.42,2.36,384,172,4.28,5430.11,0.64,Returning Customers
2026-03-07,Apex Marketing Group,Lead Generation,Facebook,Europe,India,19395,848,1.57,1863.12,1.11,445,6,2.86,17040.03,7.8,Enterprise
2026-03-08,ShopNest,Email Nurture,Facebook,South America,China,40019,837,7.49,312.03,2.64,138,108,5.38,3394.26,1.95,SMB
2026-03-09,Apex Marketing Group,Seasonal Sale,Google Ads,South America,South Africa,38707,2845,3.11,3786.92,2.74,133,103,8.54,14653.94,6.67,Enterprise
2026-03-10,ShopNest,Email Nurture,Google Ads,South America,UAE,5006,4354,6.57,4778.12,4.09,12,50,8.84,10536.54,4.71,Returning Customers
2026-03-11,Apex Marketing Group,Seasonal Sale,Instagram,Europe,India,35393,4638,3.74,1238.75,3.73,485,118,2.4,19620.04,2.48,Returning Customers
2026-03-12,CloudNova,Email Nurture,Facebook,Europe,Japan,11956,3134,9.98,1651.45,3.39,55,110,7.13,11101.32,1.47,New Customers
2026-03-13,Apex Marketing Group,Email Nurture,LinkedIn,South America,Germany,31663,2968,3.0,959.87,0.74,495,88,4.39,597.8,4.23,New Customers
2026-03-14,Apex Marketing Group,Brand Awareness,Twitter,South America,Saudi Arabia,7078,781,3.15,2905.83,3.66,345,20,12.71,12117.17,3.56,Enterprise
2026-03-15,CloudNova,Lead Generation,LinkedIn,Middle East,Netherlands,30631,1179,9.34,816.46,2.6,476,14,5.05,2991.8,5.74,New Customers
2026-03-16,GrowthSpark Marketing,Email Nurture,Twitter,South America,United States,31140,3496,0.73,1813.16,4.49,285,133,12.66,15990.96,7.28,SMB
2026-03-17,GrowthSpark Marketing,Email Nurture,Facebook,Middle East,China,42691,1655,7.12,3500.21,4.62,179,169,6.71,17145.71,6.54,Enterprise
2026-03-18,Apex Marketing Group,Product Launch,Facebook,Asia,United Kingdom,4961,3828,7.39,2822.57,0.46,187,40,11.04,9693.66,2.56,Returning Customers
2026-03-19,CloudNova,Lead Generation,Facebook,Europe,Singapore,30277,2795,8.45,1962.99,4.14,196,34,7.9,15686.11,7.09,Returning Customers
2026-03-20,Apex Marketing Group,Product Launch,Google Ads,South America,India,42574,3220,9.76,2130.24,0.38,253,124,9.52,2987.7,6.75,SMB
2026-03-21,ShopNest,Lead Generation,Twitter,Europe,Canada,32417,4739,9.77,2832.45,1.96,239,45,6.23,9892.36,7.47,New Customers
2026-03-22,ShopNest,Product Launch,Google Ads,Europe,Australia,23484,2983,1.12,79.03,2.8,87,199,11.64,7939.49,3.94,Enterprise
2026-03-23,Apex Marketing Group,Email Nurture,Google Ads,Europe,United States,19103,1265,8.31,438.62,0.91,97,80,6.67,12265.22,6.26,Enterprise
2026-03-24,GrowthSpark Marketing,Email Nurture,Email,Asia,India,30345,374,6.64,4412.23,3.78,377,71,7.13,985.1,4.94,SMB
2026-03-25,GrowthSpark Marketing,Brand Awareness,LinkedIn,North America,India,47326,1900,6.65,435.5,0.24,398,155,8.01,15067.24,2.83,New Customers
2026-03-26,Apex Marketing Group,Product Launch,LinkedIn,South America,France,40454,1540,1.72,3548.68,1.01,316,78,12.56,1674.67,7.96,Enterprise
2026-03-27,Apex Marketing Group,Seasonal Sale,Instagram,North America,South Africa,2587,943,6.68,4604.19,2.99,272,78,10.06,13163.78,0.79,SMB
2026-03-28,ShopNest,Brand Awareness,Google Ads,North America,France,43571,1440,9.83,1389.88,3.63,421,172,5.56,467.3,1.72,Enterprise
2026-03-29,GrowthSpark Marketing,Product Launch,Twitter,North America,United States,22031,3439,9.16,1883.93,4.6,124,33,10.22,16654.57,7.19,Returning Customers
2026-03-30,Apex Marketing Group,Product Launch,Email,Europe,Brazil,27212,4289,4.67,2866.16,3.59,75,33,9.82,3576.52,0.95,Enterprise
2026-03-31,ShopNest,Brand Awareness,Email,Middle East,Saudi Arabia,11350,4529,0.88,4414.46,3.42,21,44,14.0,10358.4,7.15,Enterprise
2026-04-01,GrowthSpark Marketing,Email Nurture,LinkedIn,Europe,France,19816,2313,3.94,4712.43,2.09,257,20,12.7,5303.71,5.86,Enterprise
2026-04-02,CloudNova,Product Launch,Google Ads,Europe,Canada,21288,3482,8.35,3710.84,0.21,449,111,9.89,14480.68,0.78,New Customers
2026-04-03,ShopNest,Email Nurture,Instagram,North America,China,30432,2421,7.16,478.77,0.78,126,164,5.45,6494.89,3.72,New Customers
2026-04-04,GrowthSpark Marketing,Brand Awareness,Google Ads,Europe,United Kingdom,45222,3136,4.86,3362.31,2.77,384,7,11.8,14519.72,6.16,SMB
2026-04-05,GrowthSpark Marketing,Email Nurture,Facebook,North America,South Africa,49617,4362,1.02,2081.0,3.44,14,160,8.84,5768.94,4.87,New Customers
2026-04-06,ShopNest,Lead Generation,Google Ads,Middle East,Netherlands,7837,1565,4.56,2379.97,2.2,291,195,14.79,15074.21,7.52,Enterprise
2026-04-07,CloudNova,Seasonal Sale,Facebook,South America,Germany,35217,2967,4.96,293.28,3.71,320,167,4.09,709.05,7.01,Enterprise
2026-04-08,ShopNest,Product Launch,Facebook,North America,United Kingdom,21884,2402,9.32,995.76,2.7,330,24,1.66,5737.9,2.99,New Customers
2026-04-09,GrowthSpark Marketing,Seasonal Sale,Instagram,Middle East,United Kingdom,6454,1217,6.59,3963.04,0.56,277,70,1.51,10022.81,1.13,New Customers
2026-04-10,Apex Marketing Group,Email Nurture,Twitter,South America,Germany,10424,160,3.46,2297.1,1.12,310,112,9.78,996.69,7.58,Enterprise
2026-04-11,Apex Marketing Group,Product Launch,LinkedIn,Asia,France,37885,4377,5.49,1543.23,4.23,297,104,14.12,3802.08,4.38,Enterprise
2026-04-12,ShopNest,Email Nurture,Google Ads,North America,United States,42637,3705,1.13,1950.89,3.68,214,54,0.53,18697.29,1.06,Returning Customers
2026-04-13,GrowthSpark Marketing,Lead Generation,Facebook,North America,Germany,44618,3843,9.74,4279.28,4.49,450,38,11.02,19539.0,6.62,SMB
2026-04-14,Apex Marketing Group,Brand Awareness,Google Ads,Asia,Saudi Arabia,19412,1805,3.92,3757.55,0.76,222,74,10.03,14821.02,7.01,New Customers
2026-04-15,GrowthSpark Marketing,Product Launch,Twitter,Asia,Saudi Arabia,48111,1627,5.04,1397.96,4.95,245,80,11.12,5118.78,5.3,SMB
2026-04-16,ShopNest,Lead Generation,LinkedIn,North America,UAE,40613,1346,3.88,631.63,1.21,378,32,5.65,5284.3,3.86,Enterprise
2026-04-17,Apex Marketing Group,Lead Generation,Twitter,Asia,Japan,21142,3824,6.98,1297.39,0.26,468,45,12.4,12951.23,5.47,SMB
2026-04-18,GrowthSpark Marketing,Product Launch,LinkedIn,Europe,Brazil,38392,2270,6.79,4607.74,4.99,204,61,1.15,2440.23,5.8,New Customers
2026-04-19,Apex Marketing Group,Email Nurture,Email,South America,China,9848,1022,7.3,2928.86,1.55,220,198,11.45,18971.36,7.2,New Customers
2026-04-20,ShopNest,Lead Generation,LinkedIn,South America,Australia,14136,1080,3.05,2690.73,3.41,209,53,4.37,4573.78,7.67,SMB
2026-04-21,GrowthSpark Marketing,Seasonal Sale,Instagram,South America,France,1589,2643,3.5,3002.15,1.05,417,128,7.41,19992.75,4.36,New Customers
2026-04-22,Apex Marketing Group,Lead Generation,Twitter,Europe,South Africa,21908,4042,1.69,1861.84,2.99,420,179,12.43,9965.1,6.49,Returning Customers
2026-04-23,ShopNest,Email Nurture,Facebook,Asia,Netherlands,7509,4663,6.73,4045.18,4.54,220,76,4.43,15451.46,7.73,Enterprise
2026-04-24,Apex Marketing Group,Email Nurture,Email,Middle East,Brazil,41461,963,0.88,2640.27,1.74,84,184,3.19,143.46,1.63,Enterprise
2026-04-25,Apex Marketing Group,Seasonal Sale,Instagram,Asia,Germany,43222,2231,6.18,627.9,3.42,271,27,10.38,17786.05,0.64,New Customers
2026-04-26,CloudNova,Lead Generation,Google Ads,North America,Japan,45476,3247,8.76,688.87,1.1,484,166,8.23,5473.04,7.02,Enterprise
2026-04-27,CloudNova,Email Nurture,Twitter,South America,Australia,46710,1512,8.96,2707.45,3.2,394,62,7.96,13391.94,1.96,Returning Customers
2026-04-28,ShopNest,Product Launch,Facebook,Asia,South Africa,10968,2428,4.77,4686.02,1.81,383,18,4.22,16146.47,0.82,New Customers
2026-04-29,CloudNova,Brand Awareness,LinkedIn,Middle East,China,3462,3504,4.86,1576.34,1.21,39,127,1.01,3366.54,1.7,Returning Customers
2026-04-30,ShopNest,Brand Awareness,Facebook,North America,Singapore,10460,3603,1.23,4354.23,1.7,293,109,6.45,8905.94,3.38,Returning Customers
2026-05-01,CloudNova,Brand Awareness,Google Ads,Europe,China,34783,1357,6.87,3832.27,1.06,22,103,2.05,9927.34,2.14,Enterprise
2026-05-02,Apex Marketing Group,Lead Generation,Email,Europe,France,10275,1239,8.3,1276.67,4.53,169,192,13.64,6311.18,2.79,Enterprise
2026-05-03,ShopNest,Seasonal Sale,Email,Middle East,Germany,29677,737,2.82,229.89,2.11,17,77,1.1,9686.94,7.81,SMB
2026-05-04,ShopNest,Email Nurture,Twitter,North America,Singapore,14269,4711,4.5,554.14,1.38,206,117,6.76,6419.16,5.78,Returning Customers
2026-05-05,Apex Marketing Group,Product Launch,Email,South America,Brazil,1406,1257,8.47,3656.04,2.35,233,104,1.26,7278.88,5.84,Enterprise
2026-05-06,ShopNest,Product Launch,Twitter,Asia,United States,8384,1944,8.83,1038.37,1.74,350,158,1.89,13419.69,1.21,Returning Customers
2026-05-07,ShopNest,Lead Generation,Twitter,North America,Brazil,23553,4972,2.81,1887.79,3.77,370,49,10.05,12688.61,5.99,SMB
2026-05-08,CloudNova,Brand Awareness,Twitter,Europe,Brazil,25366,1861,5.73,2533.41,4.86,469,169,9.88,4722.09,6.05,Returning Customers
2026-05-09,ShopNest,Lead Generation,LinkedIn,Middle East,China,45036,3233,2.33,3641.07,2.3,452,116,0.98,17959.91,5.45,New Customers
2026-05-10,GrowthSpark Marketing,Seasonal Sale,Instagram,Middle East,United States,18369,3847,1.47,610.49,4.33,5,141,0.52,17269.49,2.21,SMB
2026-05-11,Apex Marketing Group,Seasonal Sale,Twitter,Asia,United States,12795,1694,9.16,2061.51,2.92,323,162,1.64,10230.76,3.67,SMB
2026-05-12,CloudNova,Email Nurture,Twitter,Middle East,France,5485,4018,8.29,2451.11,0.95,221,100,11.56,8721.69,6.85,Returning Customers
2026-05-13,CloudNova,Email Nurture,Instagram,Middle East,South Africa,42669,2766,7.72,2727.09,3.51,38,125,8.98,7599.43,5.53,Returning Customers
2026-05-14,GrowthSpark Marketing,Seasonal Sale,Facebook,North America,Australia,3618,240,0.96,4100.89,2.66,363,25,1.05,14174.63,6.0,Enterprise
2026-05-15,Apex Marketing Group,Seasonal Sale,Twitter,South America,India,31143,1385,8.52,899.81,3.32,270,194,7.58,13466.15,4.91,New Customers
2026-05-16,Apex Marketing Group,Seasonal Sale,LinkedIn,Asia,United Kingdom,30425,4853,4.66,4048.77,4.47,132,128,10.82,4003.99,3.87,SMB
2026-05-17,CloudNova,Lead Generation,Email,North America,South Africa,23673,3156,3.75,3479.75,2.31,216,100,13.1,13462.01,6.19,SMB
2026-05-18,ShopNest,Seasonal Sale,Email,South America,United Kingdom,10603,428,5.69,2801.56,4.53,267,146,14.04,5123.38,1.01,SMB
2026-05-19,CloudNova,Product Launch,Google Ads,North America,China,40696,4532,1.37,3512.66,3.8,316,5,5.25,469.31,5.55,Enterprise
2026-05-20,Apex Marketing Group,Brand Awareness,Google Ads,North America,India,6368,3879,7.69,2089.49,2.55,84,19,2.47,14014.25,7.98,New Customers
2026-05-21,GrowthSpark Marketing,Seasonal Sale,Email,Middle East,Australia,5621,665,6.03,735.07,3.1,169,170,3.94,12931.39,6.35,SMB
2026-05-22,CloudNova,Brand Awareness,Email,South America,India,15719,2380,2.27,3345.54,1.76,417,18,11.75,8275.1,2.68,SMB
2026-05-23,Apex Marketing Group,Lead Generation,LinkedIn,Asia,France,30227,1804,2.29,2647.13,4.92,256,121,14.59,10561.15,2.58,Enterprise
2026-05-24,CloudNova,Brand Awareness,Instagram,Asia,Brazil,44894,513,2.25,3214.91,3.4,16,32,7.26,18948.67,5.5,Returning Customers
2026-05-25,ShopNest,Lead Generation,Google Ads,South America,China,8566,1016,1.04,1723.09,0.41,405,149,4.93,11944.48,7.22,SMB
2026-05-26,CloudNova,Product Launch,Instagram,Middle East,United States,13306,4317,6.08,4538.99,1.77,308,10,6.72,13191.89,4.83,New Customers
2026-05-27,CloudNova,Lead Generation,LinkedIn,Europe,Saudi Arabia,25042,3208,8.48,2957.48,3.19,216,37,4.92,1371.84,4.46,New Customers
2026-05-28,Apex Marketing Group,Lead Generation,Email,North America,China,16086,3674,0.67,472.74,0.47,286,177,4.22,3403.29,1.7,New Customers
2026-05-29,Apex Marketing Group,Email Nurture,Twitter,Middle East,United Kingdom,18387,4988,0.97,2276.53,0.31,116,86,9.11,6088.95,5.87,New Customers
2026-05-30,Apex Marketing Group,Seasonal Sale,Instagram,South America,Singapore,28042,739,5.94,3793.96,2.36,215,13,0.73,10833.65,5.77,Enterprise
2026-05-31,CloudNova,Seasonal Sale,Email,North America,Australia,24888,2672,8.29,3980.97,1.8,382,183,4.26,15554.16,7.75,SMB
2026-06-01,ShopNest,Product Launch,Email,Asia,Netherlands,27514,2262,3.6,2498.26,2.3,243,145,10.09,6492.69,2.75,Enterprise
2026-06-02,GrowthSpark Marketing,Product Launch,Facebook,Europe,India,19323,432,3.82,4479.0,1.46,272,9,0.96,7192.01,6.17,New Customers
2026-06-03,GrowthSpark Marketing,Seasonal Sale,Instagram,Asia,Australia,19019,2306,6.17,1374.96,0.99,409,88,1.71,5197.4,3.76,New Customers
2026-06-04,Apex Marketing Group,Email Nurture,Twitter,South America,South Africa,10890,3860,3.11,2082.46,3.51,302,172,4.75,5166.73,4.69,New Customers
2026-06-05,Apex Marketing Group,Seasonal Sale,Instagram,North America,Netherlands,41863,3553,0.75,4498.05,2.67,321,46,13.23,18982.39,6.62,Enterprise
2026-06-06,CloudNova,Email Nurture,Email,South America,France,46487,1462,7.48,4486.47,1.16,62,136,11.59,12745.6,2.16,New Customers
2026-06-07,GrowthSpark Marketing,Product Launch,Twitter,North America,China,11283,1633,6.44,3444.28,1.73,442,119,0.82,3202.43,3.07,SMB
2026-06-08,Apex Marketing Group,Brand Awareness,LinkedIn,Middle East,South Africa,19279,421,6.02,4301.95,3.04,38,165,7.77,14472.75,6.3,New Customers
2026-06-09,ShopNest,Product Launch,Facebook,Europe,Singapore,47999,660,7.55,489.43,0.55,267,19,4.48,14468.22,4.78,SMB
2026-06-10,ShopNest,Product Launch,Email,Middle East,Germany,23908,165,6.91,4331.73,0.91,369,191,9.91,13362.76,1.19,SMB
2026-06-11,Apex Marketing Group,Lead Generation,Google Ads,Middle East,Netherlands,48466,496,2.46,1637.07,0.55,39,174,10.96,2780.94,3.73,New Customers
2026-06-12,Apex Marketing Group,Lead Generation,Google Ads,South America,China,38952,1441,3.85,932.74,4.1,275,94,13.01,8219.03,4.9,Enterprise
2026-06-13,GrowthSpark Marketing,Lead Generation,Facebook,Europe,South Africa,36170,3374,1.7,1234.88,3.81,453,199,7.39,2224.45,7.32,Returning Customers
